"","bmcat","efscience_identity","efSCIENCE_SELF_EFFICACY","efscicareer","ApproxAge","Female","LGBTQ","ANATENGSP","notfincon","PELL","ASIAN","BLACK","HISPANIC","OTHER","HBCU","MSI","intact1","intact7","affact2","insopn10","insopn19","insopn21","insopn14","cmp08","affact9","insopn92","degree"
"206","Never",NA,NA,NA,19,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"207","Never",NA,NA,NA,18,1,0,2,1,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"208","Never",70.79,53.86,5,18,1,0,2,0,0,1,0,0,0,1,0,"4",NA,"2",NA,3,NA,NA,5,NA,2,7
"209","Persistence",70.79,48.52,5,18,1,0,2,0,1,1,0,0,0,1,0,"4","1","1","3",3,4,3,6,NA,3,7
"210","Never",60.39,44.62,5,19,1,0,2,0,1,0,1,0,0,1,0,"5","4","1","3",4,3,3,NA,"1",3,7
"211","Persistence",NA,NA,NA,18,1,0,2,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"212","Pushout",39.72,19.27,1,19,0,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"213","Persistence",NA,NA,NA,18,1,1,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"214","Pushout",NA,NA,NA,18,1,1,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"215","Never",70.79,70.93,5,18,0,0,2,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"216","Never",NA,NA,NA,18,1,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"217","Never",57.91,55.56,NA,18,1,0,2,0,0,0,1,0,0,1,0,"4","1","1","3",3,3,2,5,"1",3,5
"218","Never",62.59,42.13,4,18,1,0,2,0,0,0,1,0,0,1,0,"2","3","1","3",3,4,4,6,"1",3,6
"219","Persistence",NA,NA,NA,18,1,0,2,1,1,0,1,0,0,1,0,"1","6","1",NA,NA,NA,NA,NA,"2",NA,1
"220","Never",57.22,47.22,3,19,0,0,2,1,0,0,1,0,0,1,0,"5","1","1","3",4,2,3,4,"1",2,NA
"221","Persistence",NA,NA,NA,18,1,0,2,0,0,0,1,0,0,1,0,"4","1","1","3",4,4,4,6,"1",3,7
"222","Pushout",NA,NA,NA,68,1,0,2,0,0,0,1,0,0,1,0,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,5
"223","Never",53.25,67.29,1,18,1,0,2,0,0,0,1,0,0,1,0,"2","1","1","4",3,3,3,6,"1",3,7
"224","Persistence",NA,NA,NA,18,0,0,2,0,0,0,1,0,0,1,0,"5","3","2","3",3,3,2,4,"2",2,7
"225","Pushout",49.69,14.21,1,19,1,1,2,0,1,0,1,0,0,1,0,"4","4","2","3",3,2,2,4,"2",3,4
"226","Persistence",NA,NA,NA,18,1,0,2,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"227","Never",46.68,41.4,4,18,1,0,2,1,1,0,1,0,0,1,0,"3","3","3","2",2,3,3,3,"1",3,7
"228","Never",56.88,48.49,5,18,1,0,2,0,0,0,1,0,0,1,0,"4","1","1","4",3,3,3,3,"1",2,6
"229","Persistence",NA,NA,NA,19,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"230","Never",62.59,72.43,4,19,1,0,2,0,1,0,0,0,0,0,0,"3","1","2","3",4,4,4,6,"2",3,5
"231","Never",56.77,50.93,3,18,1,0,2,0,0,0,1,0,0,1,0,"3","1","1","4",3,4,4,6,"1",3,7
"232","Never",33.36,32.67,3,18,1,0,1,0,0,1,0,0,0,1,0,"4","1","2","1",3,2,3,3,"1",3,7
"233","Pushout",60.9,58.53,4,NA,1,0,2,0,0,0,0,0,0,1,0,"4",NA,"2","3",4,3,4,5,"2",4,NA
"234","Never",NA,36.09,4,NA,1,0,2,0,1,0,0,0,1,1,0,"2","1",NA,NA,NA,NA,NA,NA,NA,NA,7
"235","Never",NA,NA,NA,NA,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"236","Never",70.79,55.65,4,NA,1,0,2,1,1,0,1,0,0,1,0,"4",NA,"2","3",3,2,2,3,"3",3,9
"237","Never",57.53,46.24,5,NA,1,0,2,0,0,0,1,0,0,1,0,"3","1","2","2",2,NA,2,4,NA,2,7
"238","Pushout",54.89,63.04,6,NA,1,0,2,0,1,0,0,0,1,1,0,"5","1","1","3",3,3,3,6,"1",3,5
"239","Pushout",36.53,37.67,1,NA,1,0,2,0,1,0,1,0,0,1,0,"3","1","3","3",3,2,3,5,"2",3,6
"240","Never",56.82,51.73,4,NA,0,0,2,0,0,1,0,0,0,1,0,"4","3","2","2",3,2,2,4,NA,2,NA
"241","To",NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Never",NA,NA,NA,NA,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"243","Pushout",NA,NA,NA,NA,0,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","To",NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Never",52.52,48.22,4,NA,1,1,2,0,0,0,1,0,0,1,0,"1","4","1",NA,NA,NA,NA,NA,NA,NA,8
"246","Never",61.65,70.93,4,NA,0,0,2,0,0,0,1,0,0,1,0,"4","2","3","2",3,1,3,2,"1",3,7
"247","Never",NA,NA,NA,NA,1,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"248","Never",61.65,70.93,5,NA,1,0,2,0,1,0,1,0,0,1,0,"6","1","3","1",1,1,1,2,"2",1,9
"249","To",57.22,54.61,4,NA,1,0,2,0,0,0,0,0,0,1,0,"3","3","1","4",4,4,4,6,"1",4,NA
"250","To",NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Never",NA,NA,NA,NA,0,0,2,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"252","To",43.27,40.87,1,NA,1,0,2,0,0,0,0,0,0,1,0,"3","1","3","2",3,2,3,4,"1",3,NA
"253","Never",70.79,70.93,5,NA,0,0,2,1,0,0,0,0,1,1,0,"4",NA,"3","2",2,2,1,2,"2",2,9
"254","Pushout",38.46,36.16,1,18,1,0,2,0,0,0,0,0,0,1,0,"6","4","1","3",3,3,4,5,"1",3,6
"255","Never",62.59,49.16,5,19,1,0,2,0,1,0,1,0,0,1,0,"4","4","2","3",2,2,4,3,"2",3,NA
"256","Never",59.5,51.65,3,18,1,0,2,0,0,0,1,0,0,1,0,"4","1","2","3",3,3,3,3,"1",3,7
"257","Never",53.32,49.45,5,18,1,0,2,0,0,0,1,0,0,1,0,"4","3","1","2",3,3,4,4,"1",2,6
"258","Never",54.24,48.08,3,19,1,0,2,1,1,0,1,0,0,1,0,"5","1","2","3",2,2,3,5,"2",3,6
"259","Never",55.16,51.3,5,18,1,0,2,0,0,0,1,0,0,1,0,"4","3","1","3",1,3,3,5,"1",3,6
"260","Never",53.66,43.32,5,19,1,0,2,0,1,0,1,0,0,1,0,"4",NA,"1","4",4,4,3,6,"1",4,6
"261","Never",70.79,72.43,4,18,NA,0,2,0,0,0,0,0,1,1,0,"5","1","3","3",4,3,4,6,"1",3,6
"262","Never",53.25,50.27,4,18,1,1,2,0,1,0,1,0,0,1,0,"5","1","1","3",2,3,3,5,"1",3,6
"263","Persistence",NA,NA,NA,19,1,0,2,0,1,0,1,0,0,1,0,"3","1","1",NA,NA,NA,NA,NA,"1",NA,7
"264","Never",56.77,51.18,5,18,1,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"265","Never",64.91,58.55,5,18,1,0,1,1,1,0,0,1,0,1,0,"6","4","2","4",4,4,4,6,"1",3,7
"266","Persistence",NA,NA,NA,18,1,0,2,0,0,0,1,0,0,1,0,"4","1","2",NA,NA,NA,NA,NA,"1",NA,7
"267","Pushout",47.28,49.23,3,18,1,0,2,0,0,0,1,0,0,1,0,"2","1","3","1",3,3,3,4,"1",3,9
"268","Never",52.52,39.92,4,18,1,0,2,0,0,0,1,0,0,1,0,"2","1","1","3",3,3,3,5,"1",2,7
"269","Never",59.85,51.5,4,19,0,0,2,0,0,0,0,0,1,1,0,"2","1","1","2",3,3,3,4,"1",2,6
"270","Never",59.5,53.13,5,18,1,0,2,0,1,0,1,0,0,1,0,"4","1","2","4",3,3,2,5,"2",3,7
"271","Never",62.95,43.32,5,20,1,0,1,0,0,0,0,0,1,1,0,"4","1","2","1",4,2,3,4,"1",2,6
"272","Persistence",NA,NA,NA,18,0,0,1,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"273","Never",59.65,51.87,5,16,1,0,2,0,1,0,0,0,1,1,0,"4","2","3","3",2,4,3,5,"2",2,6
"274","Persistence",NA,NA,NA,18,0,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"275","Never",56.77,48.1,4,18,0,0,2,0,1,0,1,0,0,1,0,"4","5","2","3",3,3,4,5,"2",2,5
"276","Persistence",NA,NA,NA,18,1,0,2,0,0,0,1,0,0,1,0,"5","1","3",NA,NA,NA,NA,NA,"1",NA,6
"277","Persistence",39.72,34.67,1,18,1,0,2,1,1,0,1,0,0,1,0,"5","6","2","3",3,3,3,4,"2",3,6
"278","Never",56.82,35.26,2,18,1,1,2,1,1,0,1,0,0,1,0,"5","3","1","4",4,4,4,6,"1",3,6
"279","Persistence",NA,NA,NA,19,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"280","Persistence",NA,NA,NA,18,1,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"281","Persistence",NA,NA,NA,19,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"282","Persistence",NA,NA,NA,19,1,0,2,0,1,0,1,0,0,1,0,"4","2","1",NA,NA,NA,NA,NA,"1",NA,7
"283","Pushout",NA,NA,NA,18,1,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Pushout",NA,NA,NA,18,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"285","Never",64.91,46.57,4,18,1,0,2,0,0,0,1,0,0,1,0,"2","1","1","4",2,3,2,6,"1",2,6
"286","Never",47.49,50.01,5,18,1,0,2,1,1,0,1,0,0,1,0,"4","5","3","2",3,2,3,3,"1",1,6
"287","Never",57.22,50.66,5,19,0,0,2,1,0,0,1,0,0,1,0,"5","1","3","3",3,2,4,5,"1",3,6
"288","Never",57.91,58.87,4,18,1,0,2,0,1,0,1,0,0,1,0,"4","2","1","4",3,3,3,6,"1",3,6
"289","Persistence",NA,NA,NA,69,1,0,2,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"290","Persistence",NA,NA,NA,19,1,0,2,0,1,0,1,0,0,1,0,"4","1","1","4",4,4,4,NA,"1",3,7
"291","Pushout",NA,NA,NA,18,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"292","Never",51.78,51.01,3,18,1,0,2,0,0,0,1,0,0,1,0,"6","6","3","3",4,4,4,4,"3",4,7
"293","Never",62.59,68.35,NA,18,1,0,2,0,0,0,1,0,0,1,0,"4","5","1","4",3,4,4,6,"1",3,7
"294","Never",52.52,54.86,4,18,1,0,2,0,0,0,0,0,1,1,0,"3","3","3","2",2,2,NA,4,"1",2,7
"295","Persistence",NA,NA,NA,18,1,0,2,0,1,0,1,0,0,1,0,"5","6","1",NA,NA,NA,NA,NA,"1",NA,4
"296","Never",56.82,62.06,5,18,1,0,2,0,0,0,0,0,1,1,0,"1","2","3","3",2,2,2,4,"1",3,7
"297","Never",49.27,43.32,2,19,1,0,2,1,1,0,1,0,0,1,0,"3","3","1","3",3,3,3,4,"2",3,7
"298","Persistence",NA,NA,NA,18,1,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"299","Never",56.77,72.43,3,18,1,0,2,0,1,0,1,0,0,1,0,"5","1","1","4",4,3,4,6,"1",4,7
"300","Never",60.27,51.24,3,18,0,0,2,0,0,0,1,0,0,1,0,"4","1","1","3",3,3,3,5,"1",2,7
"301","Never",60.05,54.08,2,19,0,0,2,0,1,0,0,0,1,1,0,"4","1","1","4",2,2,2,5,"1",3,7
"302","Never",57.66,44.78,4,18,1,0,2,0,1,0,1,0,0,1,0,"4","1","1","3",2,2,1,6,"3",3,7
"303","Never",61.95,53.15,4,18,1,0,2,0,0,0,1,0,0,1,0,"4","1","2","3",3,4,4,5,"1",3,7
"304","Never",59.5,43.92,3,19,1,0,2,0,1,0,1,0,0,1,0,"4","1","1","3",3,3,3,5,"1",3,7
"305","Never",56.13,44.52,4,19,1,0,2,0,1,0,1,0,0,1,0,"4","1","2","4",3,3,2,5,"2",3,7
"306","Never",70.79,43.32,5,18,1,0,2,0,1,0,1,0,0,1,0,"4","1","1","3",4,3,4,5,"1",3,5
"307","Never",42.58,52.27,4,18,1,0,2,0,0,1,0,0,0,1,0,"3","1","3","3",3,2,NA,5,"1",3,6
"308","Persistence",NA,NA,NA,18,0,0,2,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Never",47.16,48.25,4,18,1,0,2,0,1,0,1,0,0,1,0,"4",NA,"2","2",3,3,4,4,"1",2,5
"310","Never",61.82,47.22,5,18,1,0,2,0,0,1,0,0,0,1,0,"4","3","3","2",3,3,3,4,"3",2,5
"311","Never",52.52,43.32,5,18,0,0,2,0,1,0,1,0,0,1,0,"5","5","1","3",2,3,2,2,"1",3,6
"312","Pushout",NA,NA,NA,19,0,0,2,0,0,0,0,0,1,1,0,"3","2","2","4",3,4,4,5,"1",3,5
"313","Never",57.91,54.7,5,19,1,0,2,0,1,0,1,0,0,1,0,"4","1","2","2",3,3,3,5,"2",2,6
"314","Persistence",NA,NA,NA,21,1,0,2,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"315","Never",70.79,35.39,4,18,1,0,2,0,0,0,1,0,0,1,0,"4","1","1","4",4,4,3,5,"1",3,5
"316","Persistence",NA,NA,NA,19,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"317","Never",49.97,40.97,4,18,0,0,1,0,0,0,1,0,0,1,0,"4","1","3","3",3,3,3,5,"1",3,6
"318","Persistence",NA,NA,NA,19,1,0,2,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"319","Persistence",NA,NA,NA,38,1,0,2,0,0,0,1,0,0,1,0,"4","4","2","3",2,2,3,5,"1",2,7
"320","Never",40.26,46.44,1,19,1,0,2,1,1,0,1,0,0,1,0,"2","3","3","2",2,2,2,4,"1",2,6
"321","Never",70.79,54.86,5,19,0,0,2,0,0,0,1,0,0,1,0,"4",NA,"1","4",4,4,4,5,"3",3,6
"322","Persistence",NA,NA,NA,18,1,0,2,0,0,0,1,0,0,1,0,"4","2","2",NA,NA,NA,NA,NA,"1",NA,6
"323","Never",55.9,46.39,5,18,1,0,2,0,0,0,1,0,0,1,0,"4","1","2","3",3,3,3,5,"1",2,7
"324","Persistence",NA,NA,NA,21,1,0,2,1,0,0,1,0,0,1,0,"2","2","3","3",3,3,3,NA,"3",2,6
"325","Pushout",58.73,72.43,1,18,1,0,2,0,1,0,1,0,0,1,0,"2","4","3","3",3,1,4,3,"1",3,5
"326","Never",66.29,51.78,2,18,1,0,2,0,0,0,1,0,0,1,0,"4","1","2","4",4,4,4,6,"1",4,6
"327","Persistence",NA,NA,NA,19,1,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"328","Persistence",NA,NA,NA,18,0,0,2,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"329","Never",52.52,43.32,4,18,1,0,2,0,1,0,1,0,0,1,0,"4","1","2","3",3,3,3,4,"1",3,7
"330","Never",56.82,50.11,4,18,1,0,2,0,0,0,0,0,1,1,0,"4","2","2","3",3,2,4,4,"1",3,6
"331","Never",68.09,72.43,5,18,1,0,1,0,1,1,0,0,0,1,0,"6","4","1","3",4,4,4,6,"1",3,6
"332","Persistence",NA,NA,NA,18,1,0,2,0,1,0,1,0,0,1,0,"5","2","1","3",3,3,NA,4,"1",3,6
"333","Never",52.52,31.64,3,18,1,0,2,0,0,0,1,0,0,1,0,"4","1","1","3",2,3,3,4,"1",2,7
"334","Pushout",NA,NA,NA,18,1,0,2,1,1,0,1,0,0,1,0,"3","1","1",NA,NA,NA,NA,NA,"1",NA,6
"335","Persistence",NA,NA,NA,19,1,0,2,0,1,0,0,0,0,1,0,"4","1","2","2",1,2,NA,NA,"1",1,5
"336","Persistence",NA,NA,NA,19,1,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"337","Never",53.25,31.64,4,18,0,0,2,0,0,0,1,0,0,1,0,"4","2","3","2",3,2,1,2,"1",2,7
"338","Persistence",NA,NA,NA,18,1,0,2,1,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"339","Pushout",38.46,39.83,1,18,1,0,2,0,1,0,1,0,0,1,0,"4","1","1","3",2,3,3,5,"1",4,5
"340","Pushout",NA,NA,NA,18,1,0,2,0,0,0,1,0,0,1,0,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,4
"341","Persistence",NA,NA,NA,19,0,0,2,1,1,0,1,0,0,1,0,"6","6","1",NA,NA,NA,NA,NA,"1",NA,7
"342","Persistence",NA,NA,NA,19,1,0,2,1,1,0,1,0,0,1,0,"4","1","2",NA,NA,NA,NA,NA,"1",NA,7
"343","Persistence",NA,NA,NA,19,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"344","Persistence",NA,NA,NA,18,1,0,2,1,1,0,0,0,1,1,0,"6","4","2",NA,NA,NA,NA,NA,"1",NA,6
"345","Persistence",NA,NA,NA,18,1,0,2,0,1,0,1,0,0,1,0,"4","3","1","4",4,4,4,5,"1",4,NA
"346","Persistence",NA,NA,NA,18,0,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Persistence",NA,NA,NA,18,1,0,2,0,1,0,1,0,0,1,0,"4","3",NA,NA,NA,NA,NA,NA,NA,NA,6
"348","Persistence",NA,NA,NA,18,0,0,2,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"349","Never",56.88,55.19,4,18,1,0,2,0,0,0,1,0,0,1,0,"4","4","2","3",2,1,1,3,"3",2,6
"350","Never",70.79,72.43,5,18,1,0,2,0,0,0,1,0,0,1,0,"4","3","1","4",4,4,4,5,"1",3,7
"351","Never",54.43,46.91,4,18,0,0,2,0,0,0,1,0,0,1,0,"4","2","1","3",3,3,3,4,"1",3,6
"352","Never",49.06,35.37,3,18,1,0,2,0,0,0,1,0,0,1,0,"2","2","3","3",3,3,4,4,"1",3,4
"353","Never",53.25,36.61,3,68,1,0,2,0,1,0,0,0,1,1,0,"4","2","1","3",4,3,3,5,"1",2,6
"354","Never",47.96,39.17,3,18,1,0,2,0,1,0,1,0,0,1,0,"4","2","2","3",3,3,3,4,"1",3,7
"355","Persistence",NA,NA,NA,19,1,0,2,0,1,0,1,0,0,1,0,"4","1","1","3",3,3,3,4,"1",3,10
"356","Never",70.79,69.74,5,18,1,0,2,1,0,0,1,0,0,1,0,"4","1","2","3",3,3,3,3,"1",3,7
"357","Persistence",NA,NA,NA,18,1,0,2,1,1,0,1,0,0,1,0,"4","4","2",NA,NA,NA,NA,NA,"2",NA,NA
"358","Never",49.27,51.36,3,18,1,0,2,0,0,0,1,0,0,1,0,"2","1","1","3",3,3,3,5,"1",3,7
"359","Persistence",NA,NA,NA,18,1,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"360","Never",49.26,43.32,3,18,0,1,2,0,1,0,1,0,0,1,0,"4","5","2","3",2,2,2,4,"1",3,6
"361","Never",59.5,54.27,4,68,1,0,2,0,0,0,1,0,0,1,0,"4","1","2","3",3,3,3,4,"1",3,7
"362","Never",62.59,32.16,4,18,0,0,2,0,1,0,1,0,0,1,0,"5","1","1","4",4,4,4,6,"2",4,6
"363","Never",56.89,43.97,5,18,1,0,2,0,0,0,1,0,0,1,0,"4","4","3","3",3,2,3,4,"1",2,NA
"364","Persistence",NA,NA,NA,18,1,0,2,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Pushout",36.53,26.87,2,19,1,0,2,0,1,0,1,0,0,1,0,"3","1","2","2",3,4,NA,4,"1",3,4
"366","Persistence",NA,NA,NA,18,1,0,2,0,0,0,1,0,0,1,0,"3","3","3","2",3,2,NA,NA,"3",4,6
"367","Never",57.97,53.46,5,18,1,0,2,0,1,0,1,0,0,0,0,"4","1","2","2",3,3,4,4,"2",3,5
"368","Persistence",52.52,31.64,3,19,1,1,2,0,1,0,1,0,0,0,0,"3","1","1","3",3,2,3,4,"1",3,6
"369","Pushout",NA,NA,NA,22,1,0,2,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Pushout",NA,NA,NA,18,1,0,2,0,1,0,0,0,1,0,0,"6","1","3",NA,NA,NA,NA,NA,"1",NA,5
"371","Never",59.5,66.82,2,18,0,0,1,0,1,1,0,0,0,0,0,"3","3","1","3",3,3,3,6,"3",3,5
"372","Pushout",52.03,47.06,4,18,1,0,2,0,1,0,1,0,0,0,0,"2","1","1","3",4,3,3,5,"1",3,6
"373","Persistence",NA,NA,NA,18,1,0,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"374","Pushout",36.53,33.74,1,20,0,0,2,0,0,0,1,0,0,0,0,"2","1","1","3",3,2,3,5,"3",3,5
"375","Pushout",33.36,24.7,1,18,1,0,2,1,1,0,1,0,0,0,0,"2","1","3","1",3,1,1,2,"1",1,NA
"376","Never",54.43,44.24,4,18,0,0,2,0,0,0,0,0,0,0,0,"2","2","1","2",2,3,3,5,"2",3,1
"377","Pushout",NA,NA,NA,19,1,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Never",47.94,44.98,4,18,1,0,2,0,0,0,0,0,0,0,0,"1","1","3","2",3,3,3,3,"2",2,6
"379","Never",NA,NA,NA,18,1,0,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Persistence",52.52,43.97,1,18,0,0,2,0,0,0,0,0,0,0,1,"3","3","2","3",3,3,3,5,"2",3,6
"381","Persistence",NA,NA,NA,19,1,0,2,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"382","Persistence",NA,NA,NA,18,1,1,2,0,1,0,0,1,0,0,1,"2","3","1","4",3,3,NA,NA,"2",3,5
"383","Persistence",NA,NA,NA,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"384","Pushout",56.82,41.83,5,18,1,0,2,0,0,0,0,0,0,0,1,"1","2","2","2",3,3,3,4,"1",2,NA
"385","Pushout",36.53,23.66,1,18,1,0,2,1,1,0,1,0,0,0,1,"2","1","3","2",2,3,2,4,"1",3,6
"386","Pushout",NA,NA,NA,18,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"387","Persistence",NA,NA,NA,18,0,0,1,1,1,0,0,1,0,0,1,"3","2","2",NA,NA,NA,NA,NA,"3",NA,NA
"388","Persistence",NA,NA,NA,18,1,0,2,1,0,0,0,1,0,0,1,"2","3","2","3",3,1,3,4,"3",2,4
"389","Persistence",NA,NA,NA,19,0,0,1,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"390","Pushout",NA,NA,NA,19,0,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"391","Persistence",NA,NA,NA,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"392","Never",70.79,60.12,3,19,0,1,2,0,1,0,0,1,0,0,1,"5","6","1","4",3,4,3,6,"1",2,6
"393","Persistence",NA,NA,NA,18,1,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"394","Pushout",52.52,54.86,2,18,1,0,2,0,0,0,0,1,0,0,1,"2","4","1","3",2,3,3,5,"1",3,5
"395","Never",51.01,41.48,2,19,1,0,2,1,1,0,0,1,0,0,1,"3","6","3","2",3,3,3,5,"1",3,6
"396","Never",52.52,55.42,5,NA,0,0,1,1,1,0,0,1,0,0,1,"4","4","1","3",3,2,2,4,"3",2,6
"397","Never",52.52,NA,3,19,1,0,2,0,0,0,0,1,0,0,1,"2","1","1","3",2,NA,NA,4,"1",NA,7
"398","Persistence",NA,NA,NA,19,1,0,1,0,0,0,0,1,0,0,1,"2","5",NA,NA,NA,NA,NA,NA,NA,NA,6
"399","Never",70.79,54.46,5,19,1,0,2,0,0,0,0,1,0,0,1,"3","2","1","3",3,3,3,5,"1",3,5
"400","Never",56.13,51.76,4,18,0,0,1,0,1,0,0,1,0,0,1,"4","4","1","3",3,3,3,5,"1",3,6
"401","Persistence",52.52,45.92,3,NA,0,0,1,0,1,0,0,1,0,0,1,"2","2","3","3",3,3,3,NA,"1",3,10
"402","Never",61.67,55.42,5,19,0,0,2,0,0,0,0,0,1,0,1,"2","4","2","3",3,3,3,4,"2",3,5
"403","Persistence",NA,NA,NA,NA,1,1,2,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"404","Persistence",NA,NA,NA,18,1,0,2,0,0,0,0,1,0,0,1,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,5
"405","Pushout",NA,NA,NA,19,1,0,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"406","Persistence",NA,NA,NA,19,0,0,1,0,1,0,0,1,0,0,1,"2","2","2","3",3,3,2,NA,"2",3,5
"407","Never",55.93,49.17,3,19,1,0,1,0,1,0,0,1,0,0,1,"2","3","3","3",3,3,1,5,"1",2,6
"408","Never",70.79,72.43,4,18,1,0,1,0,1,0,0,1,0,0,1,"6","6","1","3",3,3,2,6,"1",2,4
"409","Never",55.9,53.13,3,18,0,0,2,0,0,0,0,1,0,0,1,"2","1","1","4",4,3,4,5,"1",3,7
